"ID Księgi"|"Wynik"|"Data przeprowadzenia"
"360314"|"  W wyniku kontroli w komórce organizacyjnej 017 ustalono:  1. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry.  2. Dla potrzeb Oddziału zapewniono pomieszczenie specjalnie przeznaczone na przechowywanie zwłok osoby zmarłej w okresie pomiędzy stwierdzeniem zgonu a przewiezieniem ich do chłodni.  3. W kontrolowanym Odddziale umieszczono informacje o prawach pacjenta, zgodnie z określonym wymogiem.  4. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.  5. Indywidualna i zbiorcza dokumentacja medyczna prowadzona i przechowywana była zgodnie z określonymi normami.  6. Pacjenci Oddziału Otolaryngologicznego zostali zaopatrzeni w znaki identyfikacyjne zawierające informacje zapisane w sposób uniemożliwiający identyfikację zgodnie z określonymi wymogami.  "|"2013-03-20"
"360314"|"  W wyniku kontroli w komórce nr 101 ustalono:  1. Sposób organizacji pracy w Szpitalnym Oddziale Ratunkowym zapewnił niezwłoczne udzielanie pomocy medycznej osobom, które znajdowały się w stanie nagłego zagrożenia zdrowotnego.  2. W dokumentacji podmiotu zgromadzono dokumenty potwierdzajace prawo wykonywania zawodu aktualnie zatrudnionej kadry.  3. Zostały opracowane i wdrożone minimalne normy zatrudnienia pielęgniarek i położnych.  4. Pacjenci zostali zaopatrzeni w znaki identyfikacyjne, zawierające informacje zapisane w sposób zgodny z wymogami.  5. Zapewniono pomieszczenie specjalnie przeznaczone na przechowywanie zwłok osoby zmarłej w okresie pomiedzy stwierdzeniem zgonu a przewiezieniem ich do chłodni.  6. Indywidualna i zbiorcza dokumentacja medyczna w Oddziale prowadzona i przechowywana była zgodnie z określonymi normami.  7. W obszarze resuscytacyjno - zabiegowym stanowisko resuscytacyne nr 2 nie zostało wyposażone w aparat do powierzchniowego ogrzewania pacjenta.  8. Obszar obserwacji nie został wyposażony w przenośny zestaw resuscytacyjny z niezależnym żródłem tlenu i respirator transportowy oraz defibrylator półautomatyczny.  9. Brak okazania dokumentacji potwierdzającej sprawność techniczną aparatu USG Aspen - Acuson, oraz analizatora parametrów krytycznych Rapidlab 348.  "|"2013-05-28"
"360314"|"  W wyniku kontroli w jednostce przedsiębiorstwa w Zespole Poradni Specjalistycznych ustalono:  1. Poradnia ginekologiczno - położnicza zapewniała realizację świadczeń opieki medycznej kobietom            w okresie ciąży oraz połogu.  2. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry.  3. Poradnia ginekologiczno - położnicza realizowała także świadczenia promujące zdrowy styl życia ze szczególnym uwzględnieniem tematyki zwiazanej z okresem ciąży i połogu oraz karmieniem naturalnym.  4. W podmiocie umieszczono informacje o prawach pacjenta, zgodnie z określonym wymogiem.  5. Mazowiecki Szpital w Ostrołęce dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.  6.Indywidualna dokumentacja medyczna pacjentów prowadzona i przechowywana była zgodnie z określonymi wymogami.  7. Szpital posiada opracowane minimalne normy zatrudnienia pielęgniarek i położnych.  8. Niespełnienie określonego wymogu w odniesieniu do pomieszczenia higieniczno - sanitarnego przy gabinecie badań ginekologicznych.  9. Niewykonanie pełnego katalogu zalecanych badań diagnostycznych.  "|"2013-12-03"
"360314"|"  W wyniku kontroli w komórce organizacyjnej nr 016 ustalono:  1. Opracowane zostały i wdrożone minimalne normy zatrudnienia pielegniarek.  2. Dla potrzeb oddziału zapewniono pomieszczenie specjalnie przeznaczone na przechowywanie zwłok osoby zmarłej w okresie pomiędzy stwierdzeniem zgonu a przewiezieniem ich do chłodni.  3. Pacjenci oddziału neurologicznego zostali zaopatrzeni w znaki identyfikacyjne, zawierające informacje zapisane w sposób uniemożliwiający identyfikację pacjenta przez osoby nieuprawnione, zgodnie z określonymi wymogami.  4. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z określonymi wymogami.  5. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry.  6. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.  7. Indywidualna i zbiorcza dokumentacja medyczna prowadzona i przechowywana była zgodnie z określonymi wymogami.  "|"2014-02-05"
"360314"|"  W wyniku kontroli w komórce organizacyjnej nr 019 ustalono:  1. Pomieszczenia Oddziału spełniały określone w przepisach wymagania. 2. Dla potrzeb Oddziału zapewniono pomieszczenie na przechowywanie zwłok osoby zmarłej w okresie pomiędzy stwierdzeniem zgonu, a przewiezieniem ich do chłodni. 3. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej i pielęgniarskiej. 4. Podmiot zawarł umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami. 5. W kontrolowanym Oddziale umieszczono informacje o prawach pacjenta, zgodnie z wymogiem. 6. Szpital dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych. 7. Zostały opracowane i wdrożone dla Oddziału chorób płuc minimalne normy zatrudnienia pielęgniarek. 8. Pacjenci zostali zaopatrzeni w znaki identyfikacyjne, zawierające informacje zapisane w sposób uniemożliwiający identyfikację pacjenta przez osoby nieuprawnione, zgodnie z wymogiem. 9. Indywidualna dokumentacja medyczna prowadzona i przechowywana była zgodnie z wymogami. 10. Nieprawidłowe prowadzenie zbiorczej dokumentacji medycznej. 11.Niedokonanie przy wypisywaniu pacjentów ze szpitala adnotacji w indywidualnej dokumentacji pacjenta o sprawdzeniu zgodności znaku identyfikacyjnego umieszczonego na opasce pacjenta ze znakiem identyfikacyjnym umieszczonym w dokumentacji medycznej.  "|"2015-03-18"
"360314"|"W wyniku kontroli w komórkach nr 006, 113 i 115 ustalono:1. Dla potrzeb Oddziału i Pododdziałów zapewniono pomieszczenie specjalnie przeznaczone na przechowywanie zwłok osoby zmarłej w okresie pomiędzy stwierdzeniem zgonu, a przewiezieniem ich do chłodni.2. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej i pielęgniarskiej.3. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.4. Umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.5. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.6. Opracowane i wdrożone minimalne normy zatrudnienia pielęgniarek uwzględniały specyfikę Oddziału i Pododdziałów i zostały określone zgodnie z wymogami.7. Pacjenci zostali zaopatrzeni w znaki identyfikacyjne, zawierające informacje zapisane w sposób uniemożliwiający identyfikacje pacjenta przez osoby nieuprawnione, zgodnie z wymogiem.8. Dokumentacja medyczna prowadzona i przechowywana była zgodnie z wymogami.    "|"2016-01-27"
"360316"|"W wyniku kontroli w zakładzie leczniczym w NZOZ San - Med ustalono: 1. Struktura organizacyjna zakładu leczniczego podmiotu określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru.2. Regulamin organizacyjny zawierał wszystkie elementy, zgodnie z ustawą.3. Pomieszczenia placówki spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.4. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej, pielęgniarskiej oraz położnych.5. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.6. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem. 7. NZOZ dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.8. Dokumentacja medyczna przechowywana była zgodnie z wymogami."|"2016-07-22"
"360317"|"W wyniku kontroli w Laboratorium Analiz Medycznych Lamed ustalono:1. Struktura organizacyjna przedsiębiorstwa podmiotu określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru.2. Regulamin organizacyjny zawierał wszystkie elementy, zgodnie z ustawą.3. Pomieszczenia placówki spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.4. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.5. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.6. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.7. Dokumentacja medyczna przechowywana była zgodnie z wymogami.       "|"2016-07-04"
"360318"|"W wyniku kontroli komórki organizacyjnej 077 ustalono:1. Pomieszczenia komórki organizacyjnej spełniały wymagania ogólne oraz szczegółowe.2. W dokumentacji podmiotu leczniczego zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry.3. Umieszczono informację o prawach pacjenta, zgodnie z wymogiem.4. Podmiot leczniczy dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.5. Nieprawidłowe prowadzenie indywidualnej dokumentacji medycznej."|"2011-08-11"
"360318"|"W wyniku kontroli w jednostce nr 04 ustalono:1. Struktura organizacyjna określona w regulaminie organizacyjnym podmiotu była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru.2. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry.3. Niespełnienie określonych wymogów w odniesieniu do pomieszczenia higieniczno - sanitarnego.4. Nieokazanie w trakcie kontroli dokumentacji potwierdzającej sprawność techniczną sprzętu medycznegoznajdującego sie na wyposażeniu kontrolowanej jdnostki.5. Nieprawidłowe prowadzenie zbiorczej dokumentacji medycznej."|"2012-08-21"
"360318"|"W wyniku kontroli w jednostce organizacyjnej nr 10 ustalono:1. Struktura organizacyjna jednostki określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru.2. Pomieszczenia placówki spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.3. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.4. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej, pielęgniarskiej i położnej.5. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.6. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.    "|"2015-08-11"
"360318"|"W wyniku kontroli w jednostce organizacyjnej nr 11 w Przychodni Rodzinnej Starówka w Sterdyni - filia nr 7 ustalono:1. Struktura organizacyjna kontrolowanej jednostki określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru. 2. Regulamin organizacyjny zawierał wszystkie elementy, zgodnie z ustawą.3. Pomieszczenia placówki spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.4. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej pielęgniarskiej i położnej. 5. Podmiot posiadał umowę odpowiedzialności cywilnej, zgodnie z wymogiem.6. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.7. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.8. Dokumentacja medyczna przechowywana była zgodnie z wymogami.   "|"2016-07-08"
"360319"|"W wyniku kontroli w Przedsiębiorstwie Leczniczym Otmed ustalono:1. Struktura organizacyjna przedsiębiorstwa podmiotu określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru.2. Regulamin organizacyjny zawierał wszystkie elementy, zgodnie z ustawą.3. Pomieszczenia placówki spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.4. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.5. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej i pielęgniarskiej.6. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.7. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.8. Dokumentacja medyczna przechowywana była zgodnie z wymogami.        "|"2016-04-19"
"360320"|"W wyniku kontroli w jednostce organizacyjnej nr 09 ustalono:1. Struktura organizacyjna kontrolowanej jednostki podmiotu określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru. 2. Regulamin zawierał wszystkie elementy, zgodnie z ustawą.3. Pomieszczenia placówki spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.4. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.5. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej i pielęgniarskiej.6. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem7. Placówka dysponowała dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.8. Dokumentacja medyczna prowadzona i przechowywana była zgodnie z wymogami.    "|"2016-09-14"
"360321"|"W wyniku kontroli w NZOZ Prodental - Stomatologia Joanna Bronowska ustalono:1. Regulamin organizacyjny zawierał wszystkie elementy, zgodnie z ustawą.2. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej zgodnie z wymogami3. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionych lekarzy dentystów.4. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.5. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.6. Nieprawidłowe prowadzenie indywidualnej i zbiorczej dokumentacji medycznej.7. Niespełnienie określonych wymogów w odniesieniu do sterylizatorni.8. Niezgodność struktury organizacyjnej zakładu leczniczego zgłoszonej do rejestru ze stanem faktycznym.  "|"2016-07-26"
"360322"|"W wyniku kontroli w NZOZ ""BIOS"" ustalono:1. Struktura organizacyjna przedsiębiorstwa podmiotu określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru.2. Regulamin organizacyjny zawierał wszystkie elementy, zgodnie z ustawą.3. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej, pielęgniarskiej i położnej.4. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.5. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.6. Placówka dysponowała dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.7. Dokumentacja medyczna przechowywana była zgodnie z wymogami.8. Nieprowadzenie indywidualnej dokumentacji medycznej w formie Karty Pacjenta w dziale (pracowni)  fizykoterapii.9. Nieprawidłowe prowadzenie zbiorczej dokumentacji medycznej.10. Niespełnienie określonych wymogów w odniesieniu do sterylizatorni i w odniesieniu do pomieszczenia higieniczno - sanitarnego połączonego bezpośrednio z gabinetem ginekologiczno - położniczym.  "|"2016-08-26"
"360323"|"W wyniku kontroli w jednostce nr 02 ustalono:1. Poradnia Ginekologiczno - Położnicza zapewniała realizację świadczeń opieki medycznej kobietom w okresie ciąży i połogu.2. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry .3. Podmiot umożliwiał pacjentkom udział w zajęciach przygotowujacych do porodu, połogu, pielegnacji noworodka oraz do roli rodziców.4. Poradnia Ginekologiczno - Położnicza realizowała świadczenia promujące zdrowy styl życia, ze szczególnym uwzglednieniem tematyki zwiazanej z okresem ciąży i połogu oraz karmieniem naturalnym.5. Zgromadzono informacje o prawach pacjenta zgodnie z określonym wymogiem.6. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.7. Indywidualna dokumentacja medyczna pacjentów prowadzona i przechowywana była zgodnie z określonymi wymogami.8. Niewykonanie pełnego katalogu zalecanych badań diagnostycznych.9. Niespełnienie określonego wymogu w odniesieniu do pomieszczenia poradni ginekologicznej."|"2012-09-28"
"360323"|"W wyniku kontroli w komórce nr 032 w Oddziale neonatologii i w komórce nr 033 w Oddziale położniczym ustalono:1. Szpital zapewniał realizację świadczeń opieki zdrowotnej z zakresu opieki okołoporodowej sprawowanej nad kobietom w okresie porodu, połogu oraz opieki nad noworodkiem.2. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej, pielęgniarskiej oraz położnych.3. W kontrolowanych oddziałach realizowano świadczenia promujące zdrowy styl życia i profilaktykę chorób oraz edukację matek i ich rodzin.4. Podmiot przekazywał w dniu wypisu ze szpitala zgłoszenie o porodzie położnej poz w celu objęcia matki i dziecka dalszą opieką.5. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami. 8. W kontrolowanych Oddziałach umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.9. Pacjentki zaopatrzono w znaki identyfikacyjne, zawierające informacje zapisane w sposób uniemożliwiający identyfikację pacjenta przez osoby nieuprawnione, zgodnie z wymogiem.10. Podmiot posiadał opracowane minimalne normy zatrudnienia pielęgniarek i położnych, które uwzględniały kontrolowane komórki, zgodnie z wymogami.11. Indywidualna dokumentacja medyczna prowadzona i przechowywana była zgodnie z wymogami.12. Nieprawidłowe prowadzenie zbiorczej dokumentacji medycznej.13. Nieokazanie dokumentacji potwierdzającej sprawność techniczną 6 pomp infuzyjnych, znajdujących się na wyposażeniu szpitala."|"2016-09-02"
"360351"|"Wydano 1 zalecenie pokontrolne"|"2014-08-12"
"360359"|"W wyniku kontroli w przedsiębiorstwie - Ambroziak Estederm ustalono:W wyniku kontroli w Centrum Rehabilitacji Leczniczej ustalono:1. Struktura organizacyjna kontrolowanego przedsiębiorstwa podmiotu określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym, oraz z danymi zgłoszonymi do rejestru.2. Regulamin organizacyjny zawierał wszystkie elementy, zgodnie z ustawą.3. Pomieszczenia placówki spełniały wymagania ogólne oraz szczegółowe określone dla ambulatorium.4. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej i pielęgniarskiej.5. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.6.W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.7. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.8. Dokumentacja medyczna prowadzona i przechowywana była zgodnie z wymogami."|"2016-04-13"
"360362"|"W wyniku kontroli w komórce nr 001 - Oddziale Kardiologii ustalono:1. Pomieszczenia Oddziału spełniały wymagania ogólne oraz szczegółowe określone w przepisach.2. Dla potrzeb Oddziału zapewniono pomieszczenie specjalnie przeznaczone na przechowywanie zwłok osoby zmarłej w okresie pomiędzy stwierdzeniem zgonu, a przewiezieniem ich do chłodni.3. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej i pielęgniarskiej.4. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.5. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.6. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.7. Pacjenci Oddziału zostali zaopatrzeni w znaki identyfikacyjne, zawierające informacje zapisane w sposób uniemożliwiający identyfikację pacjenta przez osoby nieuprawnione, zgodnie z wymogiem.8. Indywidualna dokumentacja medyczna prowadzona i przechowywana była zgodnie z wymogami.9. Nieprawidłowe prowadzenie zbiorczej dokumentacji medycznej.10. Niedokonanie przy wypisywaniu pacjentów ze szpitala adnotacji w indywidualnej dokumentacji pacjenta o sprawdzeniu zgodności znaku identyfikacyjnego umieszczonego na opasce pacjenta ze znakiem identyfikacyjnym umieszczonym w dokumentacji medycznej, co jest niezgodne z wymogami.11. Niewyposażenie szpitala w środek transportu zwłok z zamkniętą przestrzenią ładunkową,  wykonanego z materiałów umożliwiających mycie i dezynfekcję, co jest niezgodne z wymogami.     "|"2016-04-05"
"360364"|"ZP-ZPSM.9612.15.2016.BK - pozytywna"|"2016-09-16"
"360365"|"Pozytywny z nieprawidłowościami."|"2015-12-01"
"360366"|"Pozytywny z nieprawidłowościami."|"2012-10-15"
"360366"|"Pozytywny z nieprawidłowościami."|"2013-10-25"
"360366"|"Pozytywny."|"2014-10-16"
"360369"|"Zakres przedmiotowy kontroli: sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (t.j. Dz. U. z 2016 r. poz. 1638) i przepisami powiązanymi.Wynik przeprowadzonej kontroli: pozytywny pomimo stwierdzonych nieprawidłowości. "|"2016-07-13"
"360370"|"Zakres przedmiotowy kontroli - Sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011r. o działalności leczniczej (Dz. U. z 2015 r. poz. 618 ze zm.) i przepisami wydanymi na jej podstawie oraz z aktami powiązanymi.Wynik przeprowadzonej kontroli - Pozytywnie pomimo stwierdzonych nieprawidłowości."|"2016-08-17"
"360371"|"Zakres przedmiotowy kontroli: sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej i przepisami powiązanymiWynik przeprowadzonej kontroli: pozytywny pomimo stwierdzonych nieprawidłowości"|"2016-08-23"
"360372"|"Zakres przedmiotowy kontroli: Sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (t. j. Dz. U. z 2015 r. poz. 618 ze zm.) i aktami powiązanymi.Wynik przeprowadzonej kontroli: pozytywny pomimo stwierdzonych nieprawidłowości"|"2016-07-25"
"360376"|"Pozytywny z uchybieniami."|"2014-03-06"
"360378"|"W wyniku kontroli w komórce nr 001 ustalono:1. Dla potrzeb Oddziału zapewniono pomieszczenie specjalnie przeznaczone na przechowywanie zwłok osoby zmarłej w okresie pomiędzy stwierdzeniem zgonu a przewiezieniem ich do chłodni, zapewniając godność należną zmarłemu.2. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry.3. Umieszczono informację o prawach pacjenta, zgodnie z określonym wymogiem.4. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.5. Indywidualna i zbiorcza dokumentacja medyczna prowadzona była zgodnie z ustalonymi normami.6. Podmiot posiada opracowany i złożony w rejestrze program dostosowania pomieszczeń do określonych wymagań.7. Nieuwzględnienie w programie dostosowania pomieszczeń kontrolowanego Oddziału do określonych wymagań w zakresie wyposażenia pokoi i brudownika."|"2011-10-20"
"360378"|"W wyniku kontroli w jednostce nr 03 ustalono:1. Struktura organizacyjna kontrolowanej jednostki określona w regulaminie organizacyjnym podmiotu była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru.2. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry3. W kontrolowanej placówce umieszczonio informacje o prawach pacjenta zgodnie z określonym wymogiem.4. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń.5. Brak dokumentu potwierdzającego przeprowadzenie okresowego czyszczenia instalacji i urządzeń wentylacji mechanicznej, znajdującej się w Zakładzuie Fizjoterapii.6. Nieprowadzenie w Zakładzie Fizjoterapii dokumentacji indywidualnej w formie Kart Pacjenta.   "|"2012-10-03"
"360378"|"W wyniku kontroli w komórce nr 039 ustalono:1. W ZOL udzielane były całodobowe świadczenia zdrowotne obejmujące swoim zakresem opiekę lekarską, rehabilitację, zapewnienie wyżywienia odpowiedniego do stanu zdrowia pacjenta.2. Warunki bytowe pacjentów były dobre, pomieszczenia kontrolowanej placówki utrzymane w czystości i porządku.3. Zapewniono pomieszczenie specjalnie przeznaczone na przechowywanie zwłok osoby zmarłej w okresie pomiędzy stwierdzeniem zgonu a przewiezieniem ich do chłodni.4. W kontrolowanej placówce umieszczono informacje o prawach pacjenta, zgodnie z określonym wymogiem.5. Pacjenci w ZOL mieli zabezpieczony dostęp do całodobowej opieki lekarskiej, świadczen pielegniarskich i rehabilitacyjnych.6. Wyżywienie pacjentów uwzględniało dietę lekkostrawną, cukrzycową i bezmleczną.7. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry.8. Podmiot dysponował dokumentacją potwierdzającą sprawnosć techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.9. Indywidualna i zbiorcza dokumentacja medyczna prowadzona i przechowywana była zgodnie z określonymi wymogami.  "|"2013-06-05"
"360378"|"W wyniku kontroli w komórce ne 003 - w oddziale chorób płuc ustalono:1.Dla potrzeb oddziału zapewniono pomieszczenie specjalnie przeznaczone na przechowywanie zwłok osoby zmarłej w okresie pomiędzy stwierdzeniem zgonu, a przewiezieniem ich do chłodni.2. W dokumentacji podmiotu zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej i pielęgniarskiej.3. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.4. W kontrolowanym oddziale umieszczono informacje o prawach pacjenta, zgodnie z wymogiem.5. Podmiot dysponował dokumentacją potwierdzającą sprawność techniczną aparatury i sprzętu medycznego wykorzystywanego przy udzielaniu świadczeń medycznych.6. Opracowane i wdrożone dla potrzeb oddziału minimalne normy zatrudnienia pielęgniarek uwzględniały jego specyfikę i zostały określone zgodnie z wymogami.7. Dokumentacja medyczna prowadzona i przechowywana była zgodnie z wymogami.8. Zaopatrywanie pacjentów w oddziale chorób płuc w znaki identyfikacyjne, zawierające informacje zapisane w formie kodu dotyczące imienia i nazwiska oraz daty urodzenia, których odczyt był niemożliwy z uwagi na brak czytników, co jest niezgodne z wymogami.9. Niezamieszczenie znaku identyfikacyjnego pacjenta w jego indywidualnej dokumentacji medycznej oraz niedokonywanie przy wypisywaniu pacjenta ze szpitala adnotacji o sprawdzeniu zgodności znaku identyfikacyjnego umieszczonego na opasce pacjenta ze znakiem identyfikacyjnym umieszczonym w dokumentacji pacjenta, co jest niezgodne z wymogami.      "|"2016-09-13"
"360384"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.86.2015.AP"|"2015-06-25"
"360385"|"Ocena kontroli - pozytywna"|"2012-09-13"
