ID apteki	Nazwa	Status	Numer zezwolenia	Data wydania zezwolenia	Data cofnięcia zezwolenia	Data wygaszenia zezwolenia	Data uprawomocnienia zezwolenia	Data uprawomocnienia cofnięcia/wygaszenia zezwolenia	Data nadania rygoru natychmiastowej wykonalności dla cofnięcia zezwolenia	Sygnatura sprawy dla cofniecia/wygaszenia zezwolenia	Województwo	Powiat	Gmina	Rodzaj ulicy	Ulica	Numer Budynku	Numer Lokalu	Miejscowość	Kod pocztowy	Poczta	Simc	Terc	Ulic
1011203	"Apteka ""Grodzka"""	aktywna	FALD-133/A/95	1995-08-07			1995-08-21				łódzkie	Łódź		ul.	Bydgoska	25		Łódź	91-036				
1018511	"Apteka ""Grabieniec"""	aktywna	FŁ-VII-8240-388/A/05	2005-06-20			2005-07-04				ŁÓDZKIE	Łódź	Łódź-Bałuty (delegatura)	ul.	Grabieniec	13		Łódź	91-140		957666	1061029	6012
1196157	"Apteka ""Gemini Pharma"""	aktywna	WIFG.8520.1.18.2015.ACH	2015-10-16			2015-10-30				LUBUSKIE	nowosolski	Kożuchów (miasto w gminie miejsko-wiejskiej)	ul.	22 Lipca	3		Kożuchów	67-120	Kożuchów	988454	804044	
1172081	"APTEKA ""GAJA"" Krystyna Duma"	aktywna	FAKR-I.8520.1.34.2014	2014-03-14			2014-03-14				MAŁOPOLSKIE	myślenicki	Myślenice (obszar wiejski w gminie miejsko-wiejskiej)			581		Trzemeśnia	32-425		328373	1209035	
1011216	"Apteka ""Flos"""	aktywna	FALD-133/A/95	1995-08-29			1995-09-12				łódzkie	zgierski	Sokolniki	ul.		PARCELA 5		Ozorków	95-039				
1078544	"Apteka ""FLORIS"""	aktywna	FATA-9211-GM-45/26/96/2002	2002-03-18			2002-03-18				małopolskie	bocheński	Bochnia	ul.	Floris	12		Bochnia	32-700		981682	1201011	5087
1192972	"APTEKA ""FLORA III"""	aktywna	FŁ-1139/A/2015	2015-08-24			2015-09-07				ŁÓDZKIE	tomaszowski	Tomaszów Mazowiecki (gmina miejska)	ul.	Tomasza Ostrowskiego	12		Tomaszów Mazowiecki	97-200		968300	1016011	15394
1021769	"APTEKA ""FENIX"""	aktywna	PWIF-A/23/06	2006-07-24			2006-07-24				PODLASKIE	Białystok	Białystok (gmina miejska)	ul.	Edukacyjna	1A		Białystok	15-579	Białystok	922410	2061011	4733
1165699	"APTEKA ""FENIKS"""	aktywna	WIFG.8520.1.9.2013.ACH	2013-09-26			2013-10-10				lubuskie	sulęciński	Słońsk	ul.	3-go Lutego	60		Słońsk	66-436				
1000380	"Apteka ""FARMAVIT"""	aktywna	KI/49/A/95	1995-06-13			1995-06-27				świętokrzyskie	buski	Busko-Zdrój	ul.	Staszica	2a		BUSKO-ZDRÓJ	28-100		946651	2601014	21071
1192071	"APTEKA ""FARMACJA"""	aktywna	NFA.8520.1.14.2015	2015-08-10			2015-08-10				PODLASKIE	łomżyński	Jedwabne (miasto w gminie miejsko-wiejskiej)	ul.	Łomżyńska	4		Jedwabne	18-420	Jedwabne	957382	2007014	11659
1017613	"Apteka ""Familia"" J.B. Sobkowscy s.c."	aktywna	FŁ-VII-8240-298/A/04	2004-04-06			2004-04-20				łódzkie	wieruszowski	Czastary	ul.	Szkolna	6		Czastary	98-410		196032	1018022	21970
1136498	"Apteka ""Evita"""	aktywna	675	2013-05-31			2013-05-31				zachodniopomorskie	kołobrzeski	Kołobrzeg	ul.	Szkolna	2a		Grzybowo	78-400		307371	3208042	21970
1108515	"Apteka ""EUROFARM"""	aktywna	FAOP-9211/A/45/96	1996-01-18			1996-02-01				opolskie	Opole	Opole	ul.	Chabrów	58		Opole	45-221		965016	1661011	2658
1107842	"Apteka ""Eureka"""	aktywna	OWIF-8240/A/16/03	2003-09-18			2003-10-02				opolskie	krapkowicki	Krapkowice	ul.	1 Maja	10		Krapkowice	47-300				
1035316	"Apteka ""Epione"""	aktywna	GIF-P-Z-FAO-FAA/5081/A/92/98/TP/03	2004-01-27			2004-01-27				małopolskie	suski	Sucha Beskidzka	ul.	Rynek	15		Sucha Beskidzka	34-200		925287	1215021	19253
1201612	"APTEKA ""ELIKSIR"" J. KAŹMIERSKA & WSPÓLNICY SPÓŁKA JAWNA"	aktywna	WIFOL.8520.3.2012	2016-01-29			2016-01-29				WARMIŃSKO-MAZURSKIE	ostródzki	Dąbrówno (gmina wiejska)	ul.	Kościuszki	1	5	Dąbrówno	14-120	Dąbrówno	472325	2815022	9572
1108278	"Apteka ""ELIKSIR"""	aktywna	OWIF-411/A/15/10	2010-05-24			2010-06-07				opolskie	nyski	Nysa	ul.	Osmańczyka	18A		Nysa	48-304		965789	1607054	15328
1108324	"Apteka ""Eliksir"""	aktywna	OWIF-8240/A/14/03	2003-07-31			2003-08-14				opolskie	nyski	Nysa	ul.	Prusa	3	1a	Nysa	48-300		965789	1607054	17577
1016541	"Apteka ""El-Jan"" Sp.j."	aktywna	FŁ-VII-8240-219/A/03	2003-04-16			2003-04-30				łódzkie	Łódź	Łódź	ul.	Kilińskiego	122/128		Łódź	90-013		957666	1061029	8435
1198304	"APTEKA ""DOM ZDROWIA"""	aktywna	WIF-WR-I.8520.1.71.2015	2015-11-20			2015-11-20				DOLNOŚLĄSKIE	głogowski	Głogów (gmina miejska)	ul.	Sportowa	1B		Głogów	67-200	Głogów	954082	203011	20683
1112800	"Apteka ""Dobre Apteki"""	aktywna	FAKR-I.8520.1.31.2013	2013-04-02			2013-04-02				małopolskie	miechowski	Miechów	ul.	Szpitalna	3		Miechów	32-200		947225	1208054	22073
1115064	"Apteka ""Dobre Apteki"""	aktywna	FAKR-I.8520.1.47.2013	2013-04-29			2013-04-29				małopolskie	miechowski	Miechów	ul.	Sienkiewicza	12		Miechów	32-200		947225	1208054	19834
1192870	"APTEKA ""DLA CIEBIE"""	aktywna	WIFOL.8520.58.2015	2015-08-25			2015-08-26				WARMIŃSKO-MAZURSKIE	iławski	Lubawa (gmina miejska)	ul.	Rynek	6	22	Lubawa	14-260	Lubawa	964749	2807021	19253
1139348	"Apteka ""DBAM O ZDROWIE"""	aktywna	tj. WIFG/8250/4/05 WIFG/8251/11/05	2005-08-26			2005-09-08				lubuskie	słubicki	Słubice	ul.	A.Asnyka	15A		Słubice	69-100				
1106962	"Apteka ""Crategus"""	aktywna	FAOP-9211/A/64/96	1996-12-18			1997-01-02				opolskie	prudnicki	Głogówek	ul.	Zamkowa	1		Głogówek	48-250		965281	1610024	25547
1179678	"APTEKA ""COSMEDICA'"	aktywna	27/2014	2014-04-02			2014-04-19				WIELKOPOLSKIE	Konin	Konin (gmina miejska)	ul.	Ignacego Paderewskiego	8	KOB 40	Konin	62-510		948667	3062011	15529
1129187	"Apteka ""Convallaria"""	aktywna	WIIF.WR-I-8240/14/zezw./83/05	2005-12-21			2005-12-21				dolnośląskie	oleśnicki	Dobroszyce	ul.	11 Listopada	22		Dobroszyce	56-410				
1001582	"Apteka ""CODZIENNA"""	aktywna	KI/40/B/2000	2000-12-06			2000-12-20				świętokrzyskie	Kielce	Kielce	ul.	Parkowa	6		KIELCE	25-018		945930	2661011	15710
1001877	"Apteka ""CODZIENNA"""	aktywna	WIF-KI/Z/16/2002	2002-04-17			2002-05-01				świętokrzyskie	jędrzejowski	Jędrzejów	pl.	Tadeusza Kościuszki	20		JĘDRZEJÓW	28-300				
1002349	"Apteka ""CODZIENNA"""	aktywna	WIF-KI/Z/21/2004	2004-09-20			2004-10-04				świętokrzyskie	Kielce	Kielce	ul.	Orzeszkowej	51c		KIELCE	25-435		945930	2661011	15211
1002413	"Apteka ""CODZIENNA"""	aktywna	WIF-KI/Z/3/2005	2005-01-17			2005-01-31				świętokrzyskie	pińczowski	Pińczów	ul.	3-go Maja	3		PIŃCZÓW	28-400				
1002437	"Apteka ""CODZIENNA"""	aktywna	WIF-KI/Z/7//2005	2005-01-27			2005-02-10				świętokrzyskie	Kielce	Kielce	ul.	Wojewódzka	2		KIELCE	25-536		945930	2661011	24601
1002540	"Apteka ""CODZIENNA"""	aktywna	WIF-KI/Z/26/2005	2005-09-02			2005-09-16				świętokrzyskie	Kielce	Kielce	ul.	Żytnia	14A		KIELCE	25-018		945930	2661011	26635
1003160	"Apteka ""CODZIENNA"""	aktywna	WIF-KI/Z/7/2008	2008-06-23			2008-07-07				świętokrzyskie	Kielce	Kielce	al.	Ks. Jerzego Popiełuszki	40		KIELCE	25-394				
1003473	"Apteka ""CODZIENNA"""	aktywna	WIF-KI/Z/20/2009	2009-07-28			2009-08-11				świętokrzyskie	Kielce	Kielce	ul.	Romualda	3		KIELCE	25-322		945930	2661011	12782
1004041	"Apteka ""CODZIENNA"""	aktywna	WIF-KI/Z/23/2011	2011-09-07			2011-09-21				świętokrzyskie	ostrowiecki	Ostrowiec Świętokrzyski	os.	Ogrody	5A		OSTROWIEC ŚWIĘTOKRZYSKI	27-400		947308	2607011	14841
1004170	"Apteka ""CODZIENNA"""	aktywna	WIF-KI/Z/37/2011	2011-12-05			2011-12-19				świętokrzyskie	buski	Busko-Zdrój	ul.	Kilińskiego	15		BUSKO-ZDRÓJ	28-100		946651	2601014	8435
1122629	"APTEKA ""CODZIENNA"""	aktywna	WIF-KI-WSN.8520.1.27.2013	2013-12-23			2014-01-06				świętokrzyskie	skarżyski	Skarżysko-Kamienna	ul.	Krasińskiego	20		Skarżysko-Kamienna	26-110		947716	2610011	9841
1198113	"APTEKA ""CODZIENNA"""	aktywna	WIF-KI-WSN.8520.1.35.2015	2015-11-18			2015-12-02				ŚWIĘTOKRZYSKIE	Kielce	Kielce (gmina miejska)	ul.	1 Maja	158		Kielce	25-614	Kielce	945930	2661011	
1078822	"Apteka ""Centrum"" s.c."	aktywna	FA.KR.4100-9211-K-472-142/2000/115/09	2009-12-21			2009-12-21				MAŁOPOLSKIE	tarnowski	Ciężkowice (miasto w gminie miejsko-wiejskiej)	ul.	Rynek	34		Ciężkowice	33-190	Ciężkowice	815239	1216014	19253
1010130	"Apteka ""Centrum"""	aktywna	GIF-P-Z-FAA-4250/A/91/RB/05	2005-08-01			2005-08-15				łódzkie	kutnowski	Kutno - miasto	ul.	Podrzeczna	5		Kutno	99-300				
1188069	"Apteka ""Centrum"""	aktywna	FAKR-I.8520.1.70.2015	2015-05-04			2015-05-04				MAŁOPOLSKIE	gorlicki	Ropa (gmina wiejska)			917		Ropa	38-312	Ropa	464290	1205082	
1176757	"Apteka ""CENTRUM ZDROWIA"""	aktywna	719	2014-07-24			2014-08-07				ZACHODNIOPOMORSKIE	Szczecin	Szczecin (gmina miejska)	ul.	Ku Słońcu	24		Szczecin	71-073	Szczecin	977976	3262011	10282
1187274	"APTEKA ""CENTRUM ZDROWIA"""	aktywna	760	2015-05-20			2015-06-03				ZACHODNIOPOMORSKIE	łobeski	Resko (miasto w gminie miejsko-wiejskiej)	ul.	Bohaterów Monte Cassino	14		Resko	72-315	Resko	979580	3218044	1651
1192005	"Apteka ""Centrum Zdrowia"""	aktywna	WIFG.8520.1.16.2015.ACH	2015-08-06			2015-08-21				LUBUSKIE	sulęciński	Krzeszyce (gmina wiejska)	ul.	Skwierzyńska	22a		Krzeszyce	66-435		182107	807012	20189
1205942	"APTEKA ""CENTRUM ZDROWIA"""	aktywna	FAKR-I.8520.1.59.2016	2016-05-31			2016-05-31				MAŁOPOLSKIE	tarnowski	Radłów (miasto w gminie miejsko-wiejskiej)	ul.	Brzeska	1		Radłów	33-130	Radłów	827923	1216054	2230
1118295	"APTEKA ""CENTRUM V"""	aktywna	FŁ-964/A/2013	2013-08-01			2013-08-17				łódzkie	kutnowski	Kutno - miasto	ul.	STEFANII SEMPOŁOWSKIEJ	2A		KUTNO	99-300				
1029475	"Apteka ""Centrum Leków"""	aktywna	WIIF-GD/8240-Z-65/2001	2001-09-25			2001-09-25				pomorskie	nowodworski	Nowy Dwór Gdański	ul.	Sienkiewicza	17		Nowy Dwór Gdański	82-100		932880	2210024	19834
1025234	"Apteka ""Centrum IV"""	aktywna	FŁ-VII-4010-805/A/2011	2011-03-02			2011-03-16				łódzkie	kutnowski		ul.	Staszica	19A		Kutno	99-300				
1022031	"Apteka ""Centrum III"""	aktywna	FŁ-VII-4010-636/A/08	2008-05-06			2008-05-20				ŁÓDZKIE	kutnowski	Kutno (gmina miejska)	ul.	Bolesława Chrobrego	12		Kutno	99-300		969103	1002011	1742
1024897	"Apteka ""Camelia"""	aktywna	FŁ-VII-4010-788/A/10	2010-11-23			2010-12-07				łódzkie	Łódź	Łódź	ul.	Wodnika	7		Łódź	91-498		957666	1061029	24553
1026801	"Apteka ""Bratek"""	aktywna	FAA/4357/A/91	1991-11-13			1991-11-13				POMORSKIE	Gdańsk	Gdańsk (gmina miejska)	ul.	Jaśkowa Dolina	105		Gdańsk	80-826		933016	2261011	7375
1039280	"APTEKA ""BIS"" s.j."	aktywna	FAWM-A.Ż.-9211-5/1293/2004/2005	2005-02-08			2005-02-08				WARMIŃSKO-MAZURSKIE	kętrzyński	Korsze (miasto w gminie miejsko-wiejskiej)	ul.	Władysława Reymonta	2		Korsze	11-430	Korsze	964726	2808044	18648
1020891	"Apteka ""BIO"""	aktywna	FŁ-VII-4010-573/A/07	2007-05-09			2007-05-23				łódzkie	łódzki wschodni	Koluszki	ul.	3 Maja	19G		Koluszki	95-040				
1080513	"Apteka ""BeTa"" s.c. Beata i Tadeusz Kasperscy"	aktywna	FA.KR.8240-Z-300-58/2004	2004-06-22			2004-06-22				małopolskie	limanowski	Limanowa	ul.	Zygmunta Augusta	6		Limanowa	34-600		960510	1207011	26334
1011055	"Apteka ""Aura"""	aktywna	FALD-94/A/94	1994-09-02			1994-09-16				ŁÓDZKIE	Łódź	Łódź-Polesie (delegatura)	ul.	Legionów	33		Łódź	91-061		958269	1061049	10769
1026042	"Apteka ""ASTRA"""	aktywna	FŁ-861/A/2011/2012	2012-01-13			2012-01-27				łódzkie	Łódź	Łódź	ul.	Rewolucji 1905r.	52		Łódź	90-213				
1110891	"APTEKA ""ARNIKA"""	aktywna	FAPO.B.8520.1.28.2012	2012-11-28			2012-11-28				PODLASKIE	grajewski	Grajewo (gmina miejska)	ul.	Konstytucji 3 Maja	17		Grajewo	19-203	Grajewo	957376	2004011	9213
1019259	"APTEKA ""AQUA VITAE"" CENTRUM HOMEOPATII"	aktywna	FAPO.B.8520.1.47.2011	2011-12-20			2011-12-20				PODLASKIE	Białystok	Białystok (gmina miejska)	ul.	Adama Mickiewicza	39	U5	Białystok	15-213	Białystok	922410	2061011	12740
1130466	"APTEKA ""APTEKI ARNIKA"""	aktywna	WIF-WR-I.8520.1.43.2011	2011-08-10			2011-08-10				dolnośląskie	Wrocław	Wrocław	ul.	Zwycięska	25-35	lok. 6	Wrocław	53-033		986544	264039	26321
1197589	"Apteka ""ANIKA"""	aktywna	LU-WIF.8520.72.2015	2015-10-29							LUBELSKIE	krasnostawski	Kraśniczyn (gmina wiejska)	ul.	Tadeusza Kościuszki	22		Kraśniczyn			104604	606062	9582
1192728	"APTEKA ""ania"""	aktywna	WIFOL.8520.51.2015	2015-08-24			2015-08-25				WARMIŃSKO-MAZURSKIE	ostródzki	Morąg (miasto w gminie miejsko-wiejskiej)	ul.	Mickiewicza	38C	1	Morąg	14-300	Morąg	964850	2815084	12734
1199128	"APTEKA ""ania"""	aktywna	WIFOL.8520.99.2015	2015-11-26			2015-12-01				WARMIŃSKO-MAZURSKIE	mrągowski	Mrągowo (gmina miejska)	ul.	Wojska Polskiego	22C		Mrągowo	11-700	Mrągowo	964896	2810011	24628
1204596	"APTEKA ""ania"""	aktywna	WIFOL.8520.14.2016	2016-04-22			2016-05-10				WARMIŃSKO-MAZURSKIE	gołdapski	Gołdap (miasto w gminie miejsko-wiejskiej)	ul.	Wojska Polskiego	8	3	Gołdap	19-500	Gołdap	977700	2818034	24628
1004203	"Apteka ""ALOES"""	aktywna	WIF-KI/Z/40/2011	2011-12-12			2011-12-26				świętokrzyskie	pińczowski	Działoszyce	pl.	Partyzantów	2		DZIAŁOSZYCE	28-440		946987	2608014	30439
1022712	"Apteka ""Aloes 3"""	aktywna	FŁ-VII-4010-675/A/09	2009-01-22			2009-02-05				łódzkie	zduńskowolski	Zduńska Wola	ul.	Kilińskiego	6		Zduńska Wola	98-220		976675	1019011	8435
1114396	"APTEKA ""ALOES 3"""	aktywna	FŁ-938/A/2013	2013-03-27			2013-04-10				łódzkie	zduńskowolski	Zduńska Wola - miasto	ul.	KOŚCIELNA	3		ZDUŃSKA WOLA	98-220				
1037321	"Apteka ""ALFA"" s.c."	aktywna	WIF.OL-4020-1/11	2011-02-16			2011-02-16				WARMIŃSKO-MAZURSKIE	Olsztyn	Olsztyn (gmina miejska)	ul.	Dworcowa	60B		Olsztyn	10-437	Olsztyn	964465	2862011	4434
1011093	"Apteka ""Akacja"""	aktywna	FAKN-10/A/94	1994-11-10			1994-11-24				łódzkie	poddębicki	Uniejów	ul.	Orzechowa	6		Uniejów	99-210		949359	1011044	15202
1127596	"APTEKA ""AGAT"""	aktywna	FAWR-I-9211/28/Konc./135/97	1997-07-04			2000-12-31				dolnośląskie	Wrocław	Wrocław	ul.	Gen.Józefa Hallera	151		Wrocław	53-201				
1028660	"Apteka ""Aga"" Agnieszka Bieńkowska, Andrzej Dąbrowski s.c."	aktywna	WIIF-GD/9211/A-308/99	1999-04-27			1999-04-27				pomorskie	słupski	Kobylnica	ul.	Główna	54		Kobylnica	76-251		745289	2212062	5635
1208543	Apteka 'Witaminka'	aktywna	FAKR-I.8520.1.79.2016	2016-08-23			2016-08-23				MAŁOPOLSKIE	tarnowski	Szerzyny (gmina wiejska)			639/A		Ołpiny	38-247		832338	1216162	
1024005	Apteka 'Wileńska'	aktywna	FŁ-VII-4010-744/A/09/10	2010-03-02			2010-03-16				ŁÓDZKIE	pabianicki	Pabianice (gmina miejska)	ul.	Wileńska	61		Pabianice	95-200		959079	1008021	24289
1025392	APTEKA 'PRZY BIEDRONCE'	aktywna	FŁ-813/A/2011	2011-04-29			2011-05-13				ŁÓDZKIE	pabianicki	Pabianice (gmina miejska)	ul.	Marii Konopnickiej	39A		Pabianice	95-200		959079	1008021	9186
1210631	APTEKA 'PRIMA'	aktywna	973/2016	2016-10-20			2016-11-03				POMORSKIE	Gdynia	Gdynia (gmina miejska)	ul.	Antoniego  Abrahama	28 lok. 2		Gdynia	81-366		934100	2262011	90
1129555	APTEKA 'POD SŁOŃCEM'	aktywna	WIIF.WR.I-4000/68/zezw./80/07	2007-06-01			2007-06-01				DOLNOŚLĄSKIE	Wrocław	Wrocław-Krzyki (delegatura)	ul.	gen. Romualda Traugutta	121/1a		Wrocław	50-419	Wrocław	986544	264039	22963
1207808	APTEKA 'No.1'	aktywna	WIFOL.8520.69.2016	2016-07-26			2016-08-10				WARMIŃSKO-MAZURSKIE	ostródzki	Morąg (miasto w gminie miejsko-wiejskiej)	pl.	Pl. Jana Pawła II	3		Morąg	14-300	Morąg	964850	2815084	41096
1004359	APTEKA 'INNA'	aktywna	WIF-KI/Z/15/2012	2012-08-20			2012-09-03				świętokrzyskie	Kielce	Kielce	ul.	Lecha	14a		KIELCE	25-622		945930	2661011	42474
1004376	APTEKA 'INNA'	aktywna	WIF-KI/Z/17/2012	2012-08-24			2012-09-07				świętokrzyskie	Kielce	Kielce	ul.	1 Maja	196		KIELCE	25-646				
1188050	APTEKA 'CENTRUM ZDROWIA'	aktywna	WIF-WR-I.8520.1.32.2015	2015-05-29							DOLNOŚLĄSKIE	ząbkowicki	Ziębice (miasto w gminie miejsko-wiejskiej)	rynek	Rynek	26-27		Ziębice	57-220	Ziębice	984700	224064	19252
1194926	APTEKA ''CENTRUM''	aktywna	FŁ-1157/A/2015	2015-09-18			2015-10-07				ŁÓDZKIE	łęczycki	Witonia (gmina wiejska)	ul.	Szkolna	7		Witonia	99-335	Witonia	578897	1004082	21970
1021126	APTEKA -JANINA KARP	aktywna	PWIF-A/5/08	2008-02-15			2008-02-15				PODLASKIE	siemiatycki	Siemiatycze (gmina miejska)	ul.	Pałacowa	20		Siemiatycze	17-300	Siemiatycze	923360	2010011	15590
1061818	APTEKA - MICHALSCY spółka jawna	aktywna	ŚLWIF.KA-8240-216/04	2005-01-03			2005-01-03				śląskie	żywiecki	Gilowice	ul.	KRAKOWSKA	69		GILOWICE	34-322		51747	2417032	9796
1172253	Apteka - Główna	aktywna	DNAiH.8520.1.6.2014	2014-01-29			2014-02-13				ŚLĄSKIE	mikołowski	Orzesze (gmina miejska)	ul.	Mikołowska	144		Orzesze	43-187	Orzesze	941984	2408031	12898
1022916	Apteka - Ewa Kaszuba	aktywna	FŁ-VII-4010-688/A/09	2009-03-31			2009-04-14				łódzkie	pabianicki		ul.	Wyspiańskiego	4		Pabianice	95-200				
1177778	APTEKA - APTEKI DAR ZDROWIA	aktywna	FŁ-1001/A/2014	2014-01-17			2014-05-03				ŁÓDZKIE	Łódź	Łódź-Polesie (delegatura)	ul.	Marii Skłodowskiej-Curie	15/17		Łódź	90-570		958269	1061049	20068
1202690	APTEKA - APTEKI DAR ZDROWIA	aktywna	FŁ-1198/A/2016	2016-02-26			2016-03-15				ŁÓDZKIE	Łódź	Łódź-Bałuty (delegatura)	ul.	Zgierska	42A		Łódź	91-059	Łódź	957666	1061029	26018
1004321	"APTEKA - ""NA GÓRZE"""	aktywna	WIF-KI/Z/12/2012	2012-07-20			2012-08-03				świętokrzyskie	ostrowiecki	Kunów	ul.	Fabryczna	1		KUNÓW	27-415		947202	2607054	4863
1148902	APTEKA  ZDROWIE	aktywna	FAZF/9211/6/94	1994-05-16			1994-05-16				lubuskie	świebodziński	Świebodzin	ul.	Kościelna	9		Świebodzin	66-200		988626	808054	9546
1167489	Apteka  z WIEŻY	aktywna	610	2011-10-17							ZACHODNIOPOMORSKIE	pyrzycki	Pyrzyce (miasto w gminie miejsko-wiejskiej)	ul.	Jana Pawła II	8		Pyrzyce	74-200	Pyrzyce	979515	3212054	7123
1208326	APTEKA  Z MISIEM	aktywna	68/2016	2016-08-11							WIELKOPOLSKIE	pilski	Piła (gmina miejska)	ul.	Rodła	10B		Piła	64-920	PIŁA	966530	3019011	18716
1002870	APTEKA  w RYNKU	aktywna	WIF-KI/Z/7/2007	2007-03-12			2007-03-26				świętokrzyskie	kielecki	Łagów	ul.	Rynek	18		ŁAGÓW	26-025		247670	2604072	19253
1207382	APTEKA  SALUS  LUBSKO	aktywna	WIFG.8520.1.13.2016.ACH	2016-07-14			2016-07-28				LUBUSKIE	żarski	Lubsko (miasto w gminie miejsko-wiejskiej)	ul.	Kazimierza Złotka	1		Lubsko	68-300	Lubsko	988490	811064	
1176015	APTEKA  RODZINNA	aktywna	WIF-KI-WSN.8520.1.22.2014	2014-08-14			2014-08-28				ŚWIĘTOKRZYSKIE	staszowski	Staszów (miasto w gminie miejsko-wiejskiej)	ul.	Rynek	1		Staszów	28-200	Staszów	981274	2612074	
1207459	APTEKA  PRZY PRZYCHODNI	aktywna	WIF-WR-I.8520.1.24.2016	2016-07-15			2016-07-15				DOLNOŚLĄSKIE	Wrocław	Wrocław-Śródmieście (delegatura)	ul.	św. Wincentego	9	lok. 1 C	Wrocław	50-252	Wrocław	986952	264069	24330
1132962	Apteka  PRIMA	aktywna	WIIF.WR-I-4000/38/zezw./50/08	2008-09-05			2008-09-05				dolnośląskie	lubiński	Lubin	ul.	Kilińskiego	12A		Lubin	59-300		954142	211011	8435
1193473	APTEKA  PODLASKA II 	aktywna	Nr: LU-WIF.8520.49.2015	2015-09-04			2015-09-19				LUBELSKIE	Biała Podlaska	Biała Podlaska (gmina miejska)	ul.	Jana III Sobieskiego	8		Biała Podlaska			922018	661011	20431
1182188	APTEKA  KONWALIA	aktywna	WIF-WR-I.8520.1.55.2014	2014-12-31			2014-12-31				DOLNOŚLĄSKIE	głogowski	Głogów (gmina miejska)	ul.	Marszałka Józefa Piłsudskiego 	1		Głogów	67-200	Głogów	954082	203011	
1164942	Apteka  im. Św. Piotra	aktywna	659	2013-01-08			2013-01-08				ZACHODNIOPOMORSKIE	kamieński	Wolin (miasto w gminie miejsko-wiejskiej)	ul.	Generała Karola Świerczewskiego	2f		Wolin	72-510	Wolin	980079	3207064	38529
1136238	APTEKA  im. SZYMONA FABIANA	aktywna	WIF-WR-I.8520.1.20.2013	2013-05-17			2013-05-17				dolnośląskie	bolesławiecki	Bolesławiec - miasto	ul.	Adama Asnyka	21	9a	Bolesławiec	59-700				
1173759	"Apteka  ""Rodzinna"""	aktywna	LU-WIF.8520.17.2014	2014-06-12			2014-06-26				LUBELSKIE	kraśnicki	Zakrzówek (gmina wiejska)	ul.	Żeromskiego	19		Zakrzówek	23-213		394312	607102	26464
1178980	"APTEKA  ""Rh+"""	aktywna	WIF-KI-WSN.8520.1.27.2014	2014-09-29			2014-10-14				ŚWIĘTOKRZYSKIE	Kielce	Kielce (gmina miejska)	ul.	Piekoszowska	30		Kielce	25-601	Kielce	945930	2661011	16117
1081460	Apteka	aktywna	FAWA.330/2000	2000-04-06			2000-04-22				MAZOWIECKIE	Warszawa	Praga-Południe (dzielnica)	ul.	gen. Romana Abrahama	18		Warszawa	03-982	Warszawa	918838	1465078	91
1081510	Apteka	aktywna	WIF.WA.4100/96/05	2005-11-04			2005-11-19				MAZOWIECKIE	Warszawa	Rembertów (dzielnica)	al.	"Aleja gen. Antoniego Chruściela ""Montera"""	103		Warszawa	00-910	Warszawa	988810	1465098	45572
1081529	Apteka	aktywna	WIF.WA.4100/51/05	2005-06-01			2005-06-17				MAZOWIECKIE	Warszawa	Rembertów (dzielnica)	al.	"Aleja gen. Antoniego Chruściela ""Montera"""	37/39		Warszawa	04-454	Warszawa	988810	1465098	45572
1081799	Apteka	aktywna	WIF.WA.4100/28/04	2004-04-21			2004-05-06				MAZOWIECKIE	Warszawa	Ursynów (dzielnica)	al.	Aleja Komisji Edukacji Narodowej	83	U4	Warszawa	02-777	Warszawa	988833	1465138	45561
1081868	Apteka	aktywna	WIF.WA.4100/83/05	2005-09-12			2005-09-27				MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	al.	Aleja Niepodległości	119		Warszawa	02-585	Warszawa	918130	1465058	38299
1081884	Apteka	aktywna	WIF.WA.4100/126/07	2007-10-23			2007-11-07				MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	al.	Aleja Niepodległości	47		Warszawa	02-653	Warszawa	918130	1465058	38299
1081892	Apteka	aktywna	FAA-1937/A/90	1990-11-15			1990-11-30				MAZOWIECKIE	Warszawa	Wola (dzielnica)	al.	"Aleja ""Solidarności"""	104		Warszawa	01-016	Warszawa	919884	1465188	45206
1081942	Apteka	aktywna	WIF.WA.4100/52/05	2005-06-02			2005-06-17				MAZOWIECKIE	Warszawa	Praga-Południe (dzielnica)	al.	Aleja Stanów Zjednoczonych	26A		Warszawa	03-963	Warszawa	918838	1465078	45566
1082016	Apteka	aktywna	WIF.Z-144/2002	2003-01-15			2003-01-30				MAZOWIECKIE	Warszawa	Wawer (dzielnica)	ul.	Alpejska	52		Warszawa	04-628	Warszawa	988840	1465148	242
1082075	Apteka	aktywna	WIF.WA.4100/63/06	2006-08-01			2006-08-17				MAZOWIECKIE	Warszawa	Praga-Południe (dzielnica)	ul.	Ateńska	5A		Warszawa	03-978	Warszawa	918838	1465078	484
1082109	Apteka	aktywna	FAWA-159/97	1997-09-15			1997-09-30				MAZOWIECKIE	Warszawa	Ochota (dzielnica)	ul.	Stefana Baleya	9		Warszawa	02-132	Warszawa	918643	1465068	628
1082123	Apteka	aktywna	FAL-021-89/94	1994-11-09			1994-11-24				MAZOWIECKIE	Warszawa	Ochota (dzielnica)	ul.	Barska	35		Warszawa	02-315	Warszawa	918643	1465068	777
